question_index,question,question_type,group_type,group_value,answer,count,percent,n_answered
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,School location,Suurlinnad,pigem olen nõus,88,0.4055299539170507,217
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,School location,Suurlinnad,olen täiesti nõus,39,0.17972350230414746,217
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,School location,Suurlinnad,pole üldse nõus,8,0.03686635944700461,217
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,School location,Suurlinnad,pigem ei ole nõus,28,0.12903225806451613,217
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,School location,Suurlinnad,ei oska öelda,14,0.06451612903225806,217
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,School location,Suurlinnad,pigem olen nõus,57,0.2626728110599078,217
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,School location,Suurlinnad,olen täiesti nõus,109,0.5023041474654378,217
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,likert,School location,Suurlinnad,pole üldse nõus,29,0.1336405529953917,217
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,likert,School location,Suurlinnad,pigem ei ole nõus,56,0.25806451612903225,217
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,likert,School location,Suurlinnad,ei oska öelda,56,0.25806451612903225,217
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,likert,School location,Suurlinnad,pigem olen nõus,59,0.271889400921659,217
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,likert,School location,Suurlinnad,olen täiesti nõus,17,0.07834101382488479,217
49,Näen end tulevikus elamas maapiirkonnas.,likert,School location,Suurlinnad,pole üldse nõus,44,0.20276497695852536,217
49,Näen end tulevikus elamas maapiirkonnas.,likert,School location,Suurlinnad,pigem ei ole nõus,58,0.2672811059907834,217
49,Näen end tulevikus elamas maapiirkonnas.,likert,School location,Suurlinnad,ei oska öelda,43,0.19815668202764977,217
49,Näen end tulevikus elamas maapiirkonnas.,likert,School location,Suurlinnad,pigem olen nõus,51,0.2350230414746544,217
49,Näen end tulevikus elamas maapiirkonnas.,likert,School location,Suurlinnad,olen täiesti nõus,20,0.09216589861751152,217
49,Näen end tulevikus elamas maapiirkonnas.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
50,Näen end tulevikus elamas välismaal.,likert,School location,Suurlinnad,pole üldse nõus,19,0.08755760368663594,217
50,Näen end tulevikus elamas välismaal.,likert,School location,Suurlinnad,pigem ei ole nõus,40,0.18433179723502305,217
50,Näen end tulevikus elamas välismaal.,likert,School location,Suurlinnad,ei oska öelda,59,0.271889400921659,217
50,Näen end tulevikus elamas välismaal.,likert,School location,Suurlinnad,pigem olen nõus,69,0.31797235023041476,217
50,Näen end tulevikus elamas välismaal.,likert,School location,Suurlinnad,olen täiesti nõus,30,0.1382488479262673,217
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",likert,School location,Suurlinnad,pole üldse nõus,20,0.09216589861751152,217
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",likert,School location,Suurlinnad,pigem ei ole nõus,57,0.2626728110599078,217
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",likert,School location,Suurlinnad,ei oska öelda,36,0.16589861751152074,217
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",likert,School location,Suurlinnad,pigem olen nõus,65,0.2995391705069124,217
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",likert,School location,Suurlinnad,olen täiesti nõus,39,0.17972350230414746,217
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",likert,School location,Suurlinnad,ei soovi avaldada,0,0.0,217
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,likert,School location,Suurlinnad,pole üldse nõus,10,0.04608294930875576,217
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,likert,School location,Suurlinnad,pigem ei ole nõus,42,0.1935483870967742,217
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,likert,School location,Suurlinnad,ei oska öelda,41,0.1889400921658986,217
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,likert,School location,Suurlinnad,pigem olen nõus,72,0.3317972350230415,217
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,likert,School location,Suurlinnad,olen täiesti nõus,51,0.2350230414746544,217
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
53,Minu kooli õpetajad on targad ja inspireerivad.,likert,School location,Suurlinnad,pole üldse nõus,3,0.013824884792626729,217
53,Minu kooli õpetajad on targad ja inspireerivad.,likert,School location,Suurlinnad,pigem ei ole nõus,17,0.07834101382488479,217
53,Minu kooli õpetajad on targad ja inspireerivad.,likert,School location,Suurlinnad,ei oska öelda,13,0.059907834101382486,217
53,Minu kooli õpetajad on targad ja inspireerivad.,likert,School location,Suurlinnad,pigem olen nõus,91,0.41935483870967744,217
53,Minu kooli õpetajad on targad ja inspireerivad.,likert,School location,Suurlinnad,olen täiesti nõus,92,0.423963133640553,217
53,Minu kooli õpetajad on targad ja inspireerivad.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
54,Kujutan end ette üheksast viieni kontoris töötamas.,likert,School location,Suurlinnad,pole üldse nõus,72,0.3317972350230415,217
54,Kujutan end ette üheksast viieni kontoris töötamas.,likert,School location,Suurlinnad,pigem ei ole nõus,63,0.2903225806451613,217
54,Kujutan end ette üheksast viieni kontoris töötamas.,likert,School location,Suurlinnad,ei oska öelda,41,0.1889400921658986,217
54,Kujutan end ette üheksast viieni kontoris töötamas.,likert,School location,Suurlinnad,pigem olen nõus,34,0.15668202764976957,217
54,Kujutan end ette üheksast viieni kontoris töötamas.,likert,School location,Suurlinnad,olen täiesti nõus,7,0.03225806451612903,217
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",likert,School location,Suurlinnad,pole üldse nõus,66,0.30414746543778803,217
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",likert,School location,Suurlinnad,pigem ei ole nõus,67,0.3087557603686636,217
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",likert,School location,Suurlinnad,ei oska öelda,38,0.17511520737327188,217
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",likert,School location,Suurlinnad,pigem olen nõus,39,0.17972350230414746,217
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",likert,School location,Suurlinnad,olen täiesti nõus,6,0.027649769585253458,217
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
56,Kodukontor ja paindlik tööaeg on elementaarne.,likert,School location,Suurlinnad,pole üldse nõus,7,0.03225806451612903,217
56,Kodukontor ja paindlik tööaeg on elementaarne.,likert,School location,Suurlinnad,pigem ei ole nõus,32,0.14746543778801843,217
56,Kodukontor ja paindlik tööaeg on elementaarne.,likert,School location,Suurlinnad,ei oska öelda,18,0.08294930875576037,217
56,Kodukontor ja paindlik tööaeg on elementaarne.,likert,School location,Suurlinnad,pigem olen nõus,94,0.43317972350230416,217
56,Kodukontor ja paindlik tööaeg on elementaarne.,likert,School location,Suurlinnad,olen täiesti nõus,66,0.30414746543778803,217
57,Valin töö pigem palga kui kutsumuse järgi.,likert,School location,Suurlinnad,pole üldse nõus,38,0.17511520737327188,217
57,Valin töö pigem palga kui kutsumuse järgi.,likert,School location,Suurlinnad,pigem ei ole nõus,85,0.391705069124424,217
57,Valin töö pigem palga kui kutsumuse järgi.,likert,School location,Suurlinnad,ei oska öelda,32,0.14746543778801843,217
57,Valin töö pigem palga kui kutsumuse järgi.,likert,School location,Suurlinnad,pigem olen nõus,53,0.24423963133640553,217
57,Valin töö pigem palga kui kutsumuse järgi.,likert,School location,Suurlinnad,olen täiesti nõus,9,0.041474654377880185,217
58,Mis on sinu arvates normaalne netopalk (laekub kontole pärast maksude mahaarvestamist)  äraelamiseks?,single_choice,School location,Suurlinnad,Alates 1000,1,0.004608294930875576,217
58,Mis on sinu arvates normaalne netopalk (laekub kontole pärast maksude mahaarvestamist)  äraelamiseks?,single_choice,School location,Suurlinnad,Alates 1500,37,0.17050691244239632,217
58,Mis on sinu arvates normaalne netopalk (laekub kontole pärast maksude mahaarvestamist)  äraelamiseks?,single_choice,School location,Suurlinnad,Alates 2000,88,0.4055299539170507,217
58,Mis on sinu arvates normaalne netopalk (laekub kontole pärast maksude mahaarvestamist)  äraelamiseks?,single_choice,School location,Suurlinnad,Alates 2500,59,0.271889400921659,217
58,Mis on sinu arvates normaalne netopalk (laekub kontole pärast maksude mahaarvestamist)  äraelamiseks?,single_choice,School location,Suurlinnad,Alates 3000,22,0.10138248847926268,217
58,Mis on sinu arvates normaalne netopalk (laekub kontole pärast maksude mahaarvestamist)  äraelamiseks?,single_choice,School location,Suurlinnad,Alates 3500,10,0.04608294930875576,217
59,Alkohol on sama ohtlik kui enamik narkootikume.,likert,School location,Suurlinnad,pole üldse nõus,13,0.059907834101382486,217
59,Alkohol on sama ohtlik kui enamik narkootikume.,likert,School location,Suurlinnad,pigem ei ole nõus,65,0.2995391705069124,217
59,Alkohol on sama ohtlik kui enamik narkootikume.,likert,School location,Suurlinnad,ei oska öelda,23,0.10599078341013825,217
59,Alkohol on sama ohtlik kui enamik narkootikume.,likert,School location,Suurlinnad,pigem olen nõus,67,0.3087557603686636,217
59,Alkohol on sama ohtlik kui enamik narkootikume.,likert,School location,Suurlinnad,olen täiesti nõus,49,0.22580645161290322,217
60,Narkootikumide tarvitamine on noorte seas tavaline.,likert,School location,Suurlinnad,pole üldse nõus,13,0.059907834101382486,217
60,Narkootikumide tarvitamine on noorte seas tavaline.,likert,School location,Suurlinnad,pigem ei ole nõus,73,0.33640552995391704,217
60,Narkootikumide tarvitamine on noorte seas tavaline.,likert,School location,Suurlinnad,ei oska öelda,35,0.16129032258064516,217
60,Narkootikumide tarvitamine on noorte seas tavaline.,likert,School location,Suurlinnad,pigem olen nõus,72,0.3317972350230415,217
60,Narkootikumide tarvitamine on noorte seas tavaline.,likert,School location,Suurlinnad,olen täiesti nõus,23,0.10599078341013825,217
60,Narkootikumide tarvitamine on noorte seas tavaline.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
61,Alkoholi joomine on noorte seas tavaline.,likert,School location,Suurlinnad,pole üldse nõus,2,0.009216589861751152,217
61,Alkoholi joomine on noorte seas tavaline.,likert,School location,Suurlinnad,pigem ei ole nõus,3,0.013824884792626729,217
61,Alkoholi joomine on noorte seas tavaline.,likert,School location,Suurlinnad,ei oska öelda,5,0.02304147465437788,217
61,Alkoholi joomine on noorte seas tavaline.,likert,School location,Suurlinnad,pigem olen nõus,74,0.34101382488479265,217
61,Alkoholi joomine on noorte seas tavaline.,likert,School location,Suurlinnad,olen täiesti nõus,132,0.6082949308755761,217
61,Alkoholi joomine on noorte seas tavaline.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
62,Olen tundnud puudust vaimse tervise abist.,likert,School location,Suurlinnad,pole üldse nõus,49,0.22580645161290322,217
62,Olen tundnud puudust vaimse tervise abist.,likert,School location,Suurlinnad,pigem ei ole nõus,64,0.29493087557603687,217
62,Olen tundnud puudust vaimse tervise abist.,likert,School location,Suurlinnad,ei oska öelda,19,0.08755760368663594,217
62,Olen tundnud puudust vaimse tervise abist.,likert,School location,Suurlinnad,pigem olen nõus,56,0.25806451612903225,217
62,Olen tundnud puudust vaimse tervise abist.,likert,School location,Suurlinnad,olen täiesti nõus,28,0.12903225806451613,217
62,Olen tundnud puudust vaimse tervise abist.,likert,School location,Suurlinnad,ei soovi avaldada,1,0.004608294930875576,217
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",likert,School location,Suurlinnad,pole üldse nõus,8,0.03686635944700461,217
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",likert,School location,Suurlinnad,pigem ei ole nõus,6,0.027649769585253458,217
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",likert,School location,Suurlinnad,ei oska öelda,19,0.08755760368663594,217
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",likert,School location,Suurlinnad,pigem olen nõus,60,0.2764976958525346,217
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",likert,School location,Suurlinnad,olen täiesti nõus,122,0.5622119815668203,217
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",likert,School location,Suurlinnad,ei soovi avaldada,2,0.009216589861751152,217
64,Noortel on keeruline paarisuhteid luua.,likert,School location,Suurlinnad,pole üldse nõus,6,0.027649769585253458,217
64,Noortel on keeruline paarisuhteid luua.,likert,School location,Suurlinnad,pigem ei ole nõus,59,0.271889400921659,217
64,Noortel on keeruline paarisuhteid luua.,likert,School location,Suurlinnad,ei oska öelda,46,0.2119815668202765,217
64,Noortel on keeruline paarisuhteid luua.,likert,School location,Suurlinnad,pigem olen nõus,73,0.33640552995391704,217
64,Noortel on keeruline paarisuhteid luua.,likert,School location,Suurlinnad,olen täiesti nõus,33,0.15207373271889402,217
65,Üheöösuhted on noorte seas tavalised.,likert,School location,Suurlinnad,pole üldse nõus,15,0.06912442396313365,217
65,Üheöösuhted on noorte seas tavalised.,likert,School location,Suurlinnad,pigem ei ole nõus,49,0.22580645161290322,217
65,Üheöösuhted on noorte seas tavalised.,likert,School location,Suurlinnad,ei oska öelda,79,0.3640552995391705,217
65,Üheöösuhted on noorte seas tavalised.,likert,School location,Suurlinnad,pigem olen nõus,56,0.25806451612903225,217
65,Üheöösuhted on noorte seas tavalised.,likert,School location,Suurlinnad,olen täiesti nõus,18,0.08294930875576037,217
66,Enamik noori leiab partneri mõnest kohtinguäpist.,likert,School location,Suurlinnad,pole üldse nõus,23,0.10599078341013825,217
66,Enamik noori leiab partneri mõnest kohtinguäpist.,likert,School location,Suurlinnad,pigem ei ole nõus,68,0.31336405529953915,217
66,Enamik noori leiab partneri mõnest kohtinguäpist.,likert,School location,Suurlinnad,ei oska öelda,89,0.41013824884792627,217
66,Enamik noori leiab partneri mõnest kohtinguäpist.,likert,School location,Suurlinnad,pigem olen nõus,30,0.1382488479262673,217
66,Enamik noori leiab partneri mõnest kohtinguäpist.,likert,School location,Suurlinnad,olen täiesti nõus,7,0.03225806451612903,217
67,Mind on seksuaalselt ahistatud täisealise poolt.,likert,School location,Suurlinnad,pole üldse nõus,140,0.6451612903225806,217
67,Mind on seksuaalselt ahistatud täisealise poolt.,likert,School location,Suurlinnad,pigem ei ole nõus,22,0.10138248847926268,217
67,Mind on seksuaalselt ahistatud täisealise poolt.,likert,School location,Suurlinnad,ei oska öelda,11,0.05069124423963134,217
67,Mind on seksuaalselt ahistatud täisealise poolt.,likert,School location,Suurlinnad,pigem olen nõus,21,0.0967741935483871,217
67,Mind on seksuaalselt ahistatud täisealise poolt.,likert,School location,Suurlinnad,olen täiesti nõus,17,0.07834101382488479,217
67,Mind on seksuaalselt ahistatud täisealise poolt.,likert,School location,Suurlinnad,ei soovi avaldada,6,0.027649769585253458,217
68,Avan hommikul esimesena…,single_choice_grouped,School location,Suurlinnad,Snapchati,63,0.2903225806451613,217
68,Avan hommikul esimesena…,single_choice_grouped,School location,Suurlinnad,Instagrami,58,0.2672811059907834,217
68,Avan hommikul esimesena…,single_choice_grouped,School location,Suurlinnad,Tiktoki,29,0.1336405529953917,217
68,Avan hommikul esimesena…,single_choice_grouped,School location,Suurlinnad,YouTube’i,12,0.055299539170506916,217
68,Avan hommikul esimesena…,single_choice_grouped,School location,Suurlinnad,Mõne Eesti uudisteportaali,15,0.06912442396313365,217
68,Avan hommikul esimesena…,single_choice_grouped,School location,Suurlinnad,Facebooki,9,0.041474654377880185,217
68,Avan hommikul esimesena…,single_choice_grouped,School location,Suurlinnad,Muu,31,0.14285714285714285,217
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",likert,School location,Väikelinnad/maakohad,pole üldse nõus,5,0.028409090909090908,176
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,17,0.09659090909090909,176
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",likert,School location,Väikelinnad/maakohad,ei oska öelda,24,0.13636363636363635,176
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",likert,School location,Väikelinnad/maakohad,pigem olen nõus,71,0.4034090909090909,176
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",likert,School location,Väikelinnad/maakohad,olen täiesti nõus,59,0.3352272727272727,176
2,Tulevik hirmutab mind,likert,School location,Väikelinnad/maakohad,pole üldse nõus,6,0.03409090909090909,176
2,Tulevik hirmutab mind,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,19,0.10795454545454546,176
2,Tulevik hirmutab mind,likert,School location,Väikelinnad/maakohad,ei oska öelda,14,0.07954545454545454,176
2,Tulevik hirmutab mind,likert,School location,Väikelinnad/maakohad,pigem olen nõus,70,0.3977272727272727,176
2,Tulevik hirmutab mind,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,66,0.375,176
2,Tulevik hirmutab mind,likert,School location,Väikelinnad/maakohad,ei soovi avaldada,1,0.005681818181818182,176
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",likert,School location,Väikelinnad/maakohad,pole üldse nõus,88,0.5,176
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,49,0.2784090909090909,176
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",likert,School location,Väikelinnad/maakohad,ei oska öelda,12,0.06818181818181818,176
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",likert,School location,Väikelinnad/maakohad,pigem olen nõus,13,0.07386363636363637,176
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",likert,School location,Väikelinnad/maakohad,olen täiesti nõus,14,0.07954545454545454,176
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",likert,School location,Väikelinnad/maakohad,ei soovi avaldada,0,0.0,176
4,Ma tunnen end nüüd täiskasvanuna,likert,School location,Väikelinnad/maakohad,pole üldse nõus,25,0.14204545454545456,176
4,Ma tunnen end nüüd täiskasvanuna,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,54,0.3068181818181818,176
4,Ma tunnen end nüüd täiskasvanuna,likert,School location,Väikelinnad/maakohad,ei oska öelda,41,0.23295454545454544,176
4,Ma tunnen end nüüd täiskasvanuna,likert,School location,Väikelinnad/maakohad,pigem olen nõus,41,0.23295454545454544,176
4,Ma tunnen end nüüd täiskasvanuna,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,15,0.08522727272727272,176
5,Vanemad inimesed on noortest igas asjas targemad.,likert,School location,Väikelinnad/maakohad,pole üldse nõus,64,0.36363636363636365,176
5,Vanemad inimesed on noortest igas asjas targemad.,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,92,0.5227272727272727,176
5,Vanemad inimesed on noortest igas asjas targemad.,likert,School location,Väikelinnad/maakohad,ei oska öelda,12,0.06818181818181818,176
5,Vanemad inimesed on noortest igas asjas targemad.,likert,School location,Väikelinnad/maakohad,pigem olen nõus,8,0.045454545454545456,176
5,Vanemad inimesed on noortest igas asjas targemad.,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,0,0.0,176
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",likert,School location,Väikelinnad/maakohad,pole üldse nõus,9,0.05113636363636364,176
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,27,0.1534090909090909,176
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",likert,School location,Väikelinnad/maakohad,ei oska öelda,14,0.07954545454545454,176
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",likert,School location,Väikelinnad/maakohad,pigem olen nõus,41,0.23295454545454544,176
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",likert,School location,Väikelinnad/maakohad,olen täiesti nõus,84,0.4772727272727273,176
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",likert,School location,Väikelinnad/maakohad,ei soovi avaldada,1,0.005681818181818182,176
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",likert,School location,Väikelinnad/maakohad,pole üldse nõus,28,0.1590909090909091,176
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,45,0.2556818181818182,176
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",likert,School location,Väikelinnad/maakohad,ei oska öelda,14,0.07954545454545454,176
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",likert,School location,Väikelinnad/maakohad,pigem olen nõus,44,0.25,176
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",likert,School location,Väikelinnad/maakohad,olen täiesti nõus,45,0.2556818181818182,176
8,Tegin enamiku kodutöid tehisaruga.,likert,School location,Väikelinnad/maakohad,pole üldse nõus,45,0.2556818181818182,176
8,Tegin enamiku kodutöid tehisaruga.,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,64,0.36363636363636365,176
8,Tegin enamiku kodutöid tehisaruga.,likert,School location,Väikelinnad/maakohad,ei oska öelda,14,0.07954545454545454,176
8,Tegin enamiku kodutöid tehisaruga.,likert,School location,Väikelinnad/maakohad,pigem olen nõus,40,0.22727272727272727,176
8,Tegin enamiku kodutöid tehisaruga.,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,11,0.0625,176
8,Tegin enamiku kodutöid tehisaruga.,likert,School location,Väikelinnad/maakohad,ei soovi avaldada,2,0.011363636363636364,176
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,School location,Väikelinnad/maakohad,pole üldse nõus,9,0.05113636363636364,176
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,28,0.1590909090909091,176
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,School location,Väikelinnad/maakohad,ei oska öelda,11,0.0625,176
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,School location,Väikelinnad/maakohad,pigem olen nõus,68,0.38636363636363635,176
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,School location,Väikelinnad/maakohad,olen täiesti nõus,59,0.3352272727272727,176
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,School location,Väikelinnad/maakohad,ei soovi avaldada,1,0.005681818181818182,176
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,School location,Väikelinnad/maakohad,pole üldse nõus,58,0.32954545454545453,176
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,44,0.25,176
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,School location,Väikelinnad/maakohad,ei oska öelda,43,0.24431818181818182,176
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,School location,Väikelinnad/maakohad,pigem olen nõus,18,0.10227272727272728,176
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,School location,Väikelinnad/maakohad,olen täiesti nõus,13,0.07386363636363637,176
11,Olen vaadanud Malluka registrit.,single_choice,School location,Väikelinnad/maakohad,Jah,98,0.5568181818181818,176
11,Olen vaadanud Malluka registrit.,single_choice,School location,Väikelinnad/maakohad,Ei,76,0.4318181818181818,176
11,Olen vaadanud Malluka registrit.,single_choice,School location,Väikelinnad/maakohad,Ei oska öelda,2,0.011363636363636364,176
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,School location,Väikelinnad/maakohad,pole üldse nõus,11,0.0625,176
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,36,0.20454545454545456,176
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,School location,Väikelinnad/maakohad,ei oska öelda,85,0.48295454545454547,176
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,School location,Väikelinnad/maakohad,pigem olen nõus,33,0.1875,176
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,10,0.056818181818181816,176
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,School location,Väikelinnad/maakohad,ei soovi avaldada,1,0.005681818181818182,176
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,School location,Väikelinnad/maakohad,pole üldse nõus,41,0.23295454545454544,176
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,33,0.1875,176
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,School location,Väikelinnad/maakohad,ei oska öelda,25,0.14204545454545456,176
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,School location,Väikelinnad/maakohad,pigem olen nõus,33,0.1875,176
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,44,0.25,176
14,Armastan käia metsas.,likert,School location,Väikelinnad/maakohad,pole üldse nõus,5,0.028409090909090908,176
14,Armastan käia metsas.,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,13,0.07386363636363637,176
14,Armastan käia metsas.,likert,School location,Väikelinnad/maakohad,ei oska öelda,13,0.07386363636363637,176
14,Armastan käia metsas.,likert,School location,Väikelinnad/maakohad,pigem olen nõus,63,0.35795454545454547,176
14,Armastan käia metsas.,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,82,0.4659090909090909,176
15,Armastan käia seenel.,likert,School location,Väikelinnad/maakohad,pole üldse nõus,27,0.1534090909090909,176
15,Armastan käia seenel.,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,51,0.2897727272727273,176
15,Armastan käia seenel.,likert,School location,Väikelinnad/maakohad,ei oska öelda,24,0.13636363636363635,176
15,Armastan käia seenel.,likert,School location,Väikelinnad/maakohad,pigem olen nõus,48,0.2727272727272727,176
15,Armastan käia seenel.,likert,School location,Väikelinnad/maakohad,olen täiesti nõus,26,0.14772727272727273,176
16,Mulle meeldib käia pidudel.,likert,School location,Väikelinnad/maakohad,pole üldse nõus,15,0.08522727272727272,176
16,Mulle meeldib käia pidudel.,likert,School location,Väikelinnad/maakohad,pigem ei ole nõus,31,0.17613636363636365,176
